0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,-0.014819,-0.019757,-0.024676,-0.029570,-0.034435,-0.039266,-0.044058,-0.048807,-0.053507,-0.058155,-0.062746,-0.067274,-0.071736,-0.076128,-0.080444,-0.084681,-0.088834,-0.092899,-0.096873,-0.100751,-0.104530,-0.108206,-0.111775,-0.115233,-0.118578,-0.121806,-0.124914,-0.127898,-0.130756,-0.133485,-0.136083,-0.138546,-0.140872,-0.143060,-0.145106,-0.147009,-0.148766,-0.150378,-0.151840,-0.153153,-0.154315,-0.155324,-0.156180,-0.156882,-0.157429,-0.157821,-0.158057,-0.158137,-0.158061,-0.157829,-0.157441,-0.156898,-0.156200,-0.155348,-0.154342,-0.153184,-0.151875,-0.150417,-0.148809,-0.147055,-0.145156,-0.143113,-0.140930,-0.138607,-0.136147,-0.133553,-0.130827,-0.127973,-0.124991,-0.121887,-0.118662,-0.115320,-0.111864,-0.108298,-0.104625,-0.100849,-0.096973,-0.093002,-0.088938,-0.084787,-0.080553,-0.076238,-0.071849,-0.067389,-0.062862,-0.058273,-0.053626,-0.048927,-0.044180,-0.039388,-0.034558,-0.029694,-0.024801,-0.019883,-0.014945,-0.009993,-0.005030,-0.000063,0.000000
0.000000,-0.024690,-0.029633,-0.034547,-0.039426,-0.044267,-0.049064,-0.053812,-0.058508,-0.063145,-0.067721,-0.072229,-0.076667,-0.081028,-0.085310,-0.089507,-0.093616,-0.097633,-0.101553,-0.105373,-0.109090,-0.112698,-0.116195,-0.119578,-0.122843,-0.125986,-0.129005,-0.131897,-0.134658,-0.137287,-0.139780,-0.142135,-0.144350,-0.146423,-0.148351,-0.150132,-0.151766,-0.153249,-0.154582,-0.155762,-0.156788,-0.157659,-0.158375,-0.158934,-0.159337,-0.159583,-0.159671,-0.159601,-0.159374,-0.158989,-0.158448,-0.157750,-0.156897,-0.155889,-0.154727,-0.153412,-0.151946,-0.150330,-0.148565,-0.146654,-0.144598,-0.142400,-0.140061,-0.137583,-0.134970,-0.132224,-0.129347,-0.126343,-0.123214,-0.119963,-0.116594,-0.113110,-0.109514,-0.105811,-0.102002,-0.098093,-0.094088,-0.089989,-0.085802,-0.081530,-0.077177,-0.072748,-0.068248,-0.063680,-0.059050,-0.054361,-0.049618,-0.044826,-0.039991,-0.035115,-0.030205,-0.025266,-0.020301,-0.015316,-0.010317,-0.005307,-0.000291,0.004724,0.009735,0.000000
0.000000,-0.034537,-0.039480,-0.044384,-0.049244,-0.054055,-0.058813,-0.063514,-0.068151,-0.072721,-0.077219,-0.081642,-0.085983,-0.090240,-0.094408,-0.098482,-0.102460,-0.106336,-0.110107,-0.113770,-0.117320,-0.120755,-0.124070,-0.127263,-0.130330,-0.133269,-0.136076,-0.138749,-0.141285,-0.143682,-0.145937,-0.148047,-0.150012,-0.151829,-0.153495,-0.155011,-0.156373,-0.157581,-0.158633,-0.159529,-0.160268,-0.160848,-0.161270,-0.161532,-0.161635,-0.161579,-0.161363,-0.160987,-0.160453,-0.159761,-0.158911,-0.157904,-0.156741,-0.155424,-0.153953,-0.152330,-0.150557,-0.148635,-0.146567,-0.144354,-0.141999,-0.139503,-0.136870,-0.134101,-0.131201,-0.128171,-0.125014,-0.121734,-0.118334,-0.114817,-0.111187,-0.107447,-0.103601,-0.099652,-0.095606,-0.091465,-0.087234,-0.082916,-0.078517,-0.074040,-0.069491,-0.064873,-0.060190,-0.055449,-0.050652,-0.045806,-0.040914,-0.035982,-0.031015,-0.026017,-0.020993,-0.015948,-0.010888,-0.005817,-0.000740,0.004337,0.009410,0.014474,0.019524,0.000000
0.000000,-0.044350,-0.049288,-0.054177,-0.059013,-0.063790,-0.068505,-0.073152,-0.077727,-0.082225,-0.086642,-0.090973,-0.095215,-0.099363,-0.103413,-0.107360,-0.111202,-0.114934,-0.118552,-0.122054,-0.125435,-0.128692,-0.131822,-0.134822,-0.137690,-0.140421,-0.143013,-0.145465,-0.147773,-0.149935,-0.151949,-0.153813,-0.155526,-0.157085,-0.158488,-0.159736,-0.160826,-0.161757,-0.162528,-0.163140,-0.163590,-0.163878,-0.164005,-0.163970,-0.163774,-0.163415,-0.162895,-0.162215,-0.161375,-0.160375,-0.159217,-0.157902,-0.156431,-0.154805,-0.153027,-0.151098,-0.149020,-0.146794,-0.144424,-0.141912,-0.139259,-0.136469,-0.133544,-0.130487,-0.127302,-0.123990,-0.120557,-0.117005,-0.113337,-0.109557,-0.105669,-0.101677,-0.097584,-0.093396,-0.089115,-0.084746,-0.080293,-0.075762,-0.071155,-0.066478,-0.061736,-0.056933,-0.052073,-0.047162,-0.042205,-0.037206,-0.032170,-0.027102,-0.022008,-0.016892,-0.011759,-0.006615,-0.001464,0.003688,0.008837,0.013976,0.019103,0.024210,0.029293,0.000000
0.000000,-0.054119,-0.059047,-0.063917,-0.068724,-0.073463,-0.078129,-0.082718,-0.087226,-0.091648,-0.095979,-0.100216,-0.104353,-0.108388,-0.112315,-0.116132,-0.119834,-0.123418,-0.126880,-0.130217,-0.133426,-0.136502,-0.139444,-0.142249,-0.144913,-0.147434,-0.149809,-0.152037,-0.154115,-0.156040,-0.157812,-0.159428,-0.160886,-0.162186,-0.163325,-0.164304,-0.165120,-0.165773,-0.166263,-0.166589,-0.166750,-0.166747,-0.166579,-0.166247,-0.165750,-0.165090,-0.164268,-0.163283,-0.162137,-0.160831,-0.159366,-0.157744,-0.155966,-0.154034,-0.151951,-0.149717,-0.147335,-0.144809,-0.142139,-0.139329,-0.136382,-0.133299,-0.130086,-0.126744,-0.123277,-0.119688,-0.115981,-0.112160,-0.108228,-0.104189,-0.100047,-0.095807,-0.091472,-0.087047,-0.082536,-0.077943,-0.073274,-0.068532,-0.063723,-0.058850,-0.053920,-0.048936,-0.043904,-0.038829,-0.033716,-0.028569,-0.023394,-0.018196,-0.012980,-0.007751,-0.002514,0.002725,0.007961,0.013189,0.018405,0.023602,0.028776,0.033922,0.039034,0.000000
0.000000,-0.063834,-0.068748,-0.073594,-0.078367,-0.083062,-0.087676,-0.092203,-0.096639,-0.100980,-0.105221,-0.109359,-0.113388,-0.117306,-0.121107,-0.124789,-0.128349,-0.131781,-0.135083,-0.138252,-0.141285,-0.144178,-0.146929,-0.149535,-0.151993,-0.154301,-0.156457,-0.158459,-0.160304,-0.161991,-0.163519,-0.164884,-0.166087,-0.167127,-0.168001,-0.168709,-0.169251,-0.169626,-0.169834,-0.169874,-0.169746,-0.169451,-0.168988,-0.168359,-0.167564,-0.166603,-0.165478,-0.164189,-0.162739,-0.161127,-0.159357,-0.157430,-0.155347,-0.153111,-0.150724,-0.148188,-0.145506,-0.142680,-0.139713,-0.136609,-0.133370,-0.129999,-0.126500,-0.122876,-0.119130,-0.115267,-0.111291,-0.107204,-0.103012,-0.098718,-0.094327,-0.089843,-0.085269,-0.080612,-0.075875,-0.071064,-0.066182,-0.061235,-0.056227,-0.051164,-0.046051,-0.040892,-0.035693,-0.030458,-0.025193,-0.019904,-0.014595,-0.009271,-0.003939,0.001398,0.006733,0.012062,0.017378,0.022678,0.027955,0.033204,0.038421,0.043600,0.048736,0.000000
0.000000,-0.073487,-0.078381,-0.083198,-0.087932,-0.092580,-0.097136,-0.101597,-0.105957,-0.110213,-0.114360,-0.118394,-0.122311,-0.126108,-0.129780,-0.133324,-0.136736,-0.140014,-0.143153,-0.146151,-0.149005,-0.151711,-0.154268,-0.156673,-0.158923,-0.161017,-0.162951,-0.164725,-0.166336,-0.167783,-0.169064,-0.170179,-0.171125,-0.171903,-0.172511,-0.172948,-0.173216,-0.173312,-0.173237,-0.172991,-0.172574,-0.171987,-0.171231,-0.170305,-0.169211,-0.167951,-0.166524,-0.164934,-0.163180,-0.161265,-0.159192,-0.156961,-0.154575,-0.152037,-0.149348,-0.146513,-0.143532,-0.140411,-0.137150,-0.133754,-0.130226,-0.126570,-0.122789,-0.118886,-0.114866,-0.110733,-0.106491,-0.102143,-0.097695,-0.093150,-0.088513,-0.083789,-0.078983,-0.074098,-0.069140,-0.064114,-0.059025,-0.053877,-0.048677,-0.043428,-0.038136,-0.032807,-0.027445,-0.022057,-0.016646,-0.011219,-0.005781,-0.000338,0.005106,0.010545,0.015974,0.021387,0.026778,0.032144,0.037477,0.042774,0.048028,0.053235,0.058390,0.000000
0.000000,-0.083067,-0.087937,-0.092720,-0.097411,-0.102006,-0.106501,-0.110890,-0.115170,-0.119337,-0.123385,-0.127312,-0.131113,-0.134785,-0.138324,-0.141726,-0.144989,-0.148108,-0.151081,-0.153905,-0.156577,-0.159095,-0.161456,-0.163657,-0.165697,-0.167573,-0.169284,-0.170828,-0.172203,-0.173409,-0.174443,-0.175305,-0.175994,-0.176509,-0.176850,-0.177017,-0.177009,-0.176826,-0.176469,-0.175937,-0.175232,-0.174354,-0.173304,-0.172083,-0.170692,-0.169133,-0.167407,-0.165515,-0.163460,-0.161244,-0.158869,-0.156337,-0.153651,-0.150813,-0.147826,-0.144693,-0.141418,-0.138002,-0.134451,-0.130767,-0.126954,-0.123016,-0.118956,-0.114779,-0.110489,-0.106090,-0.101586,-0.096981,-0.092281,-0.087490,-0.082613,-0.077654,-0.072618,-0.067511,-0.062337,-0.057101,-0.051810,-0.046467,-0.041078,-0.035649,-0.030184,-0.024690,-0.019171,-0.013634,-0.008083,-0.002524,0.003038,0.008596,0.014146,0.019682,0.025199,0.030691,0.036152,0.041578,0.046963,0.052301,0.057588,0.062818,0.067986,0.000000
0.000000,-0.092565,-0.097406,-0.102150,-0.106794,-0.111332,-0.115760,-0.120074,-0.124270,-0.128343,-0.132289,-0.136105,-0.139786,-0.143330,-0.146732,-0.149989,-0.153098,-0.156056,-0.158860,-0.161508,-0.163996,-0.166322,-0.168484,-0.170479,-0.172307,-0.173964,-0.175450,-0.176763,-0.177901,-0.178863,-0.179649,-0.180258,-0.180689,-0.180941,-0.181015,-0.180911,-0.180627,-0.180166,-0.179527,-0.178710,-0.177717,-0.176549,-0.175207,-0.173691,-0.172005,-0.170148,-0.168124,-0.165933,-0.163579,-0.161064,-0.158389,-0.155559,-0.152574,-0.149439,-0.146157,-0.142730,-0.139163,-0.135458,-0.131620,-0.127651,-0.123557,-0.119341,-0.115007,-0.110559,-0.106003,-0.101341,-0.096580,-0.091723,-0.086776,-0.081744,-0.076630,-0.071441,-0.066182,-0.060857,-0.055472,-0.050032,-0.044543,-0.039010,-0.033439,-0.027834,-0.022202,-0.016548,-0.010878,-0.005197,0.000489,0.006175,0.011854,0.017522,0.023172,0.028800,0.034399,0.039964,0.045490,0.050971,0.056402,0.061777,0.067091,0.072339,0.077515,0.000000
